ObservationIdentifier,DateOfObservation,DutchName,ScientificName,Kingdom,QuantificationOfInvasion,QuantificationUnit,ValidationStatus,SamplingProtocol,CoordinateUncertainty,XLambert72,YLambert72,ID,ESRI_OID,Shape
Exo_111,2016-04-30T00:00:00,Waterwaaier,Cabomba caroliniana,Plantae,0,m²,approved by experts,casual observation,,130879.96250000,209130.50750000,111,1,POINT (130879.96250000 209130.50750000)
Exo_92,2018-04-29T00:00:00,Waterhyacint,Eichhornia crassipes,Plantae,0,m²,approved by experts,casual observation,,137577.12000000,217601.80270000,92,2,POINT (137577.12000000 217601.80270000)
Exo_1633,2021-10-20T00:00:00,Smalle waterpest,Elodea nuttallii,Plantae,0,m²,approved by experts,casual observation,,102009.92790000,192876.21080000,1633,3,POINT (102009.92790000 192876.21080000)
Exo_291,2019-09-20T00:00:00,Chinese wolhandkrab,Eriocheir sinensis,Animalia,0,Individuals,approved by experts,casual observation,,117693.21330000,189265.80970000,291,4,POINT (117693.21330000 189265.80970000)
Exo_608,2020-02-27T00:00:00,Chinese wolhandkrab,Eriocheir sinensis,Animalia,0,Individuals,approved by experts,casual observation,,106095.56030000,188079.44710000,608,5,POINT (106095.56030000 188079.44710000)
Exo_1587,2021-08-05T00:00:00,Chinese wolhandkrab,Eriocheir sinensis,Animalia,0,Individuals,approved by experts,casual observation,,115440.19180000,186611.68940000,1587,6,POINT (115440.19180000 186611.68940000)
Exo_607,2020-02-27T00:00:00,Gewone gunnera (reuzenrabarber),Gunnera tinctoria,Plantae,0,m²,approved by experts,casual observation,,118656.75990000,189081.03090000,607,7,POINT (118656.75990000 189081.03090000)
Exo_916,2020-06-15T00:00:00,Gewone gunnera (reuzenrabarber),Gunnera tinctoria,Plantae,0,m²,approved by experts,casual observation,,119693.75630000,170257.71230000,916,8,POINT (119693.75630000 170257.71230000)
Exo_979,2020-07-17T00:00:00,Gewone gunnera (reuzenrabarber),Gunnera tinctoria,Plantae,0,m²,approved by experts,casual observation,,89873.38740000,206889.93280000,979,9,POINT (89873.38740000 206889.93280000)
Exo_1114,2020-11-06T00:00:00,Gewone gunnera (reuzenrabarber),Gunnera tinctoria,Plantae,0,m²,approved by experts,casual observation,,109515.52730000,185747.88250000,1114,10,POINT (109515.52730000 185747.88250000)
Exo_1431,2021-06-14T00:00:00,Gewone gunnera (reuzenrabarber),Gunnera tinctoria,Plantae,0,m²,approved by experts,casual observation,,86196.96960000,182793.52160000,1431,11,POINT (86196.96960000 182793.52160000)
Exo_1640,2021-11-29T00:00:00,Gewone gunnera (reuzenrabarber),Gunnera tinctoria,Plantae,0,m²,approved by experts,casual observation,,110164.12350000,192574.96270000,1640,12,POINT (110164.12350000 192574.96270000)
Exo_1771,2022-06-15T00:00:00,Gewone gunnera (reuzenrabarber),Gunnera tinctoria,Plantae,0,m²,approved by experts,casual observation,,109496.10200000,185758.77380000,1771,13,POINT (109496.10200000 185758.77380000)
Exo_36,2018-09-27T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,109777.17800000,172365.10980000,36,14,POINT (109777.17800000 172365.10980000)
Exo_37,2018-09-27T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,109769.29420000,172357.94280000,37,15,POINT (109769.29420000 172357.94280000)
Exo_38,2018-09-27T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,109694.75720000,172318.52410000,38,16,POINT (109694.75720000 172318.52410000)
Exo_39,2018-09-27T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,109682.57320000,172318.52410000,39,17,POINT (109682.57320000 172318.52410000)
Exo_40,2018-09-27T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,109648.52980000,172331.78310000,40,18,POINT (109648.52980000 172331.78310000)
Exo_41,2018-09-27T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,109626.31200000,172337.15840000,41,19,POINT (109626.31200000 172337.15840000)
Exo_2046,2023-06-26T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,130843.14480000,202134.73220000,2046,20,POINT (130843.14480000 202134.73220000)
Exo_2048,2023-06-28T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,111193.14870000,204058.07720000,2048,21,POINT (111193.14870000 204058.07720000)
Exo_2020,2023-05-10T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,145421.45300000,203085.95630000,2020,22,POINT (145421.45300000 203085.95630000)
Exo_2021,2023-05-10T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,145416.70540000,203097.08340000,2021,23,POINT (145416.70540000 203097.08340000)
Exo_2022,2023-05-10T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,145440.29490000,203094.56130000,2022,24,POINT (145440.29490000 203094.56130000)
Exo_2023,2023-05-10T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,145416.40870000,203105.09490000,2023,25,POINT (145416.40870000 203105.09490000)
Exo_2025,2023-05-11T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,140250.62000000,201622.80850000,2025,26,POINT (140250.62000000 201622.80850000)
Exo_2039,2023-06-22T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,117036.66760000,192032.07960000,2039,27,POINT (117036.66760000 192032.07960000)
Exo_1996,2023-04-28T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,86963.97230000,203482.56790000,1996,28,POINT (86963.97230000 203482.56790000)
Exo_2000,2023-05-05T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,83904.98950000,206350.30250000,2000,29,POINT (83904.98950000 206350.30250000)
Exo_2001,2023-05-05T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,104342.63840000,190899.59530000,2001,30,POINT (104342.63840000 190899.59530000)
Exo_2002,2023-05-05T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,127659.29450000,210179.72500000,2002,31,POINT (127659.29450000 210179.72500000)
Exo_2018,2023-05-10T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,145464.23210000,203094.34150000,2018,32,POINT (145464.23210000 203094.34150000)
Exo_2019,2023-05-10T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,145419.07920000,203083.58250000,2019,33,POINT (145419.07920000 203083.58250000)
Exo_1978,2023-04-14T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,86546.75130000,203494.18600000,1978,34,POINT (86546.75130000 203494.18600000)
Exo_1979,2023-04-14T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,86527.59200000,203491.30590000,1979,35,POINT (86527.59200000 203491.30590000)
Exo_1980,2023-04-14T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,86548.19140000,203485.48300000,1980,36,POINT (86548.19140000 203485.48300000)
Exo_1981,2023-04-14T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,86544.05900000,203496.56530000,1981,37,POINT (86544.05900000 203496.56530000)
Exo_1982,2023-04-14T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,86429.16590000,203535.63520000,1982,38,POINT (86429.16590000 203535.63520000)
Exo_1983,2023-04-14T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,86436.80450000,203532.62980000,1983,39,POINT (86436.80450000 203532.62980000)
Exo_1972,2023-04-14T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,86491.96580000,203511.52960000,1972,40,POINT (86491.96580000 203511.52960000)
Exo_1973,2023-04-14T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,86499.66710000,203516.28810000,1973,41,POINT (86499.66710000 203516.28810000)
Exo_1974,2023-04-14T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,86494.90850000,203506.08230000,1974,42,POINT (86494.90850000 203506.08230000)
Exo_1975,2023-04-14T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,86502.29680000,203498.31840000,1975,43,POINT (86502.29680000 203498.31840000)
Exo_1976,2023-04-14T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,86514.88180000,203510.59040000,1976,44,POINT (86514.88180000 203510.59040000)
Exo_1977,2023-04-14T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,86524.21100000,203506.95890000,1977,45,POINT (86524.21100000 203506.95890000)
Exo_1966,2023-04-14T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,800,m²,approved by experts,casual observation,,86520.61720000,203496.66380000,1966,46,POINT (86520.61720000 203496.66380000)
Exo_1967,2023-04-14T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,86522.17110000,203493.24520000,1967,47,POINT (86522.17110000 203493.24520000)
Exo_1968,2023-04-14T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,86535.84590000,203499.15020000,1968,48,POINT (86535.84590000 203499.15020000)
Exo_1969,2023-04-14T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,86544.54800000,203490.13730000,1969,49,POINT (86544.54800000 203490.13730000)
Exo_1970,2023-04-14T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,86583.70760000,203472.42220000,1970,50,POINT (86583.70760000 203472.42220000)
Exo_1971,2023-04-14T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,86617.89450000,203455.95030000,1971,51,POINT (86617.89450000 203455.95030000)
Exo_1960,2023-04-14T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,86491.71370000,203518.10840000,1960,52,POINT (86491.71370000 203518.10840000)
Exo_1961,2023-04-14T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,86496.68630000,203509.71700000,1961,53,POINT (86496.68630000 203509.71700000)
Exo_1962,2023-04-14T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,86506.32080000,203501.32570000,1962,54,POINT (86506.32080000 203501.32570000)
Exo_1963,2023-04-14T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,86500.41580000,203514.06810000,1963,55,POINT (86500.41580000 203514.06810000)
Exo_1964,2023-04-14T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,86511.60430000,203496.66380000,1964,56,POINT (86511.60430000 203496.66380000)
Exo_1965,2023-04-14T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,86522.17110000,203505.98760000,1965,57,POINT (86522.17110000 203505.98760000)
Exo_1770,2022-06-14T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,89170.13100000,188588.22820000,1770,58,POINT (89170.13100000 188588.22820000)
Exo_1784,2022-07-04T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,104398.93290000,196279.92510000,1784,59,POINT (104398.93290000 196279.92510000)
Exo_1805,2022-07-04T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,128797.82640000,177307.81630000,1805,60,POINT (128797.82640000 177307.81630000)
Exo_1837,2022-07-12T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,100997.98760000,196860.00600000,1837,61,POINT (100997.98760000 196860.00600000)
Exo_1850,2022-07-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,98523.47050000,188354.67050000,1850,62,POINT (98523.47050000 188354.67050000)
Exo_1959,2023-04-14T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,86045.99910000,203566.48200000,1959,63,POINT (86045.99910000 203566.48200000)
Exo_1764,2022-06-14T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,112265.31440000,205003.33300000,1764,64,POINT (112265.31440000 205003.33300000)
Exo_1765,2022-06-14T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,89169.09890000,188583.89340000,1765,65,POINT (89169.09890000 188583.89340000)
Exo_1766,2022-06-14T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,89169.09890000,188581.00350000,1766,66,POINT (89169.09890000 188581.00350000)
Exo_1767,2022-06-14T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,89173.02080000,188586.78320000,1767,67,POINT (89173.02080000 188586.78320000)
Exo_1768,2022-06-14T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,89166.62180000,188575.01740000,1768,68,POINT (89166.62180000 188575.01740000)
Exo_1769,2022-06-14T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,89175.49780000,188581.82920000,1769,69,POINT (89175.49780000 188581.82920000)
Exo_1750,2022-06-09T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,109481.05970000,185142.37730000,1750,70,POINT (109481.05970000 185142.37730000)
Exo_1751,2022-06-09T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,109483.39800000,185148.66150000,1751,71,POINT (109483.39800000 185148.66150000)
Exo_1752,2022-06-09T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,109485.44400000,185142.52350000,1752,72,POINT (109485.44400000 185142.52350000)
Exo_1753,2022-06-09T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,109448.90790000,185112.85620000,1753,73,POINT (109448.90790000 185112.85620000)
Exo_1754,2022-06-09T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,109486.75930000,185148.80770000,1754,74,POINT (109486.75930000 185148.80770000)
Exo_1755,2022-06-09T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,109480.47510000,185136.38540000,1755,75,POINT (109480.47510000 185136.38540000)
Exo_1699,2022-04-29T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,30,m²,approved by experts,casual observation,,87999.09700000,188362.89730000,1699,76,POINT (87999.09700000 188362.89730000)
Exo_1700,2022-04-29T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,131573.17610000,181204.95980000,1700,77,POINT (131573.17610000 181204.95980000)
Exo_1709,2022-05-06T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,100190.77110000,179559.28130000,1709,78,POINT (100190.77110000 179559.28130000)
Exo_1724,2022-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,79545.57980000,198625.80450000,1724,79,POINT (79545.57980000 198625.80450000)
Exo_1727,2022-05-20T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102710.63460000,192230.92070000,1727,80,POINT (102710.63460000 192230.92070000)
Exo_1737,2022-06-02T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,85707.63820000,204797.43020000,1737,81,POINT (85707.63820000 204797.43020000)
Exo_1693,2022-04-28T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,84065.73100000,206506.98720000,1693,82,POINT (84065.73100000 206506.98720000)
Exo_1694,2022-04-28T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,84147.00770000,206454.81640000,1694,83,POINT (84147.00770000 206454.81640000)
Exo_1695,2022-04-28T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,84068.47680000,206513.02810000,1695,84,POINT (84068.47680000 206513.02810000)
Exo_1696,2022-04-28T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,84030.58430000,206460.85720000,1696,85,POINT (84030.58430000 206460.85720000)
Exo_1697,2022-04-28T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,84054.19850000,206485.02060000,1697,86,POINT (84054.19850000 206485.02060000)
Exo_1698,2022-04-28T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,84050.90350000,206495.45470000,1698,87,POINT (84050.90350000 206495.45470000)
Exo_1642,2021-12-15T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,109522.70960000,189694.04890000,1642,88,POINT (109522.70960000 189694.04890000)
Exo_1643,2021-12-15T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,109531.40810000,189660.80830000,1643,89,POINT (109531.40810000 189660.80830000)
Exo_1657,2022-02-25T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,112907.28010000,171218.99710000,1657,90,POINT (112907.28010000 171218.99710000)
Exo_1667,2022-03-25T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,84158.17480000,206452.59100000,1667,91,POINT (84158.17480000 206452.59100000)
Exo_1674,2022-04-07T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,108402.64420000,195779.32290000,1674,92,POINT (108402.64420000 195779.32290000)
Exo_1692,2022-04-28T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,84030.03520000,206480.07810000,1692,93,POINT (84030.03520000 206480.07810000)
Exo_1590,2021-08-11T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,110374.59580000,188805.05830000,1590,94,POINT (110374.59580000 188805.05830000)
Exo_1608,2021-08-25T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,82537.53000000,203417.76090000,1608,95,POINT (82537.53000000 203417.76090000)
Exo_1609,2021-08-25T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,82541.71450000,203434.49910000,1609,96,POINT (82541.71450000 203434.49910000)
Exo_1610,2021-08-25T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,82547.99130000,203421.94550000,1610,97,POINT (82547.99130000 203421.94550000)
Exo_1611,2021-08-25T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,82535.43770000,203425.43260000,1611,98,POINT (82535.43770000 203425.43260000)
Exo_1641,2021-12-15T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,109518.67110000,189703.67940000,1641,99,POINT (109518.67110000 189703.67940000)
Exo_1535,2021-06-30T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,110248.91970000,192633.60390000,1535,100,POINT (110248.91970000 192633.60390000)
Exo_1536,2021-06-30T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,110170.05230000,192584.78120000,1536,101,POINT (110170.05230000 192584.78120000)
Exo_1537,2021-06-30T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,110317.77220000,192646.12250000,1537,102,POINT (110317.77220000 192646.12250000)
Exo_1538,2021-06-30T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,110232.64550000,192628.59640000,1538,103,POINT (110232.64550000 192628.59640000)
Exo_1539,2021-06-30T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,110207.60820000,192999.14790000,1539,104,POINT (110207.60820000 192999.14790000)
Exo_1586,2021-06-03T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,89225.18400000,177690.89770000,1586,105,POINT (89225.18400000 177690.89770000)
Exo_1521,2021-06-28T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,129725.25260000,202004.32300000,1521,106,POINT (129725.25260000 202004.32300000)
Exo_1529,2021-06-29T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,89203.08800000,188574.16020000,1529,107,POINT (89203.08800000 188574.16020000)
Exo_1531,2021-06-30T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,110181.36560000,193013.36130000,1531,108,POINT (110181.36560000 193013.36130000)
Exo_1532,2021-06-30T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,110266.44580000,192966.59950000,1532,109,POINT (110266.44580000 192966.59950000)
Exo_1533,2021-06-30T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,110213.86750000,192628.59640000,1533,110,POINT (110213.86750000 192628.59640000)
Exo_1534,2021-06-30T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,110124.98530000,192852.67990000,1534,111,POINT (110124.98530000 192852.67990000)
Exo_1376,2021-05-21T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,100477.19920000,190515.17550000,1376,112,POINT (100477.19920000 190515.17550000)
Exo_1381,2021-05-25T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,107997.01170000,186687.41820000,1381,113,POINT (107997.01170000 186687.41820000)
Exo_1440,2021-06-16T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,108253.68040000,182439.33630000,1440,114,POINT (108253.68040000 182439.33630000)
Exo_1441,2021-06-16T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,110504.24250000,177980.45470000,1441,115,POINT (110504.24250000 177980.45470000)
Exo_1442,2021-06-16T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,109955.10160000,181349.58500000,1442,116,POINT (109955.10160000 181349.58500000)
Exo_1446,2021-06-18T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,99445.83780000,178679.63480000,1446,117,POINT (99445.83780000 178679.63480000)
Exo_1367,2021-05-20T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,101085.15040000,192986.32360000,1367,118,POINT (101085.15040000 192986.32360000)
Exo_1368,2021-05-20T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102164.43710000,194068.64080000,1368,119,POINT (102164.43710000 194068.64080000)
Exo_1369,2021-05-20T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102165.00920000,194064.86550000,1369,120,POINT (102165.00920000 194064.86550000)
Exo_1370,2021-05-20T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102159.40340000,194066.12390000,1370,121,POINT (102159.40340000 194066.12390000)
Exo_1374,2021-05-21T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,100477.68660000,190508.35120000,1374,122,POINT (100477.68660000 190508.35120000)
Exo_1375,2021-05-21T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,100470.37480000,190496.65230000,1375,123,POINT (100470.37480000 190496.65230000)
Exo_1361,2021-05-20T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,100801.68110000,193425.18500000,1361,124,POINT (100801.68110000 193425.18500000)
Exo_1362,2021-05-20T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,100816.62730000,193421.70130000,1362,125,POINT (100816.62730000 193421.70130000)
Exo_1363,2021-05-20T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,100812.75030000,193421.13940000,1363,126,POINT (100812.75030000 193421.13940000)
Exo_1364,2021-05-20T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,100815.61590000,193424.28600000,1364,127,POINT (100815.61590000 193424.28600000)
Exo_1365,2021-05-20T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,100812.69410000,193426.58970000,1365,128,POINT (100812.69410000 193426.58970000)
Exo_1366,2021-05-20T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,101094.47240000,192962.38870000,1366,129,POINT (101094.47240000 192962.38870000)
Exo_1353,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102496.59400000,183708.17400000,1353,130,POINT (102496.59400000 183708.17400000)
Exo_1354,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102513.25950000,183698.17460000,1354,131,POINT (102513.25950000 183698.17460000)
Exo_1355,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102498.49860000,183681.98520000,1355,132,POINT (102498.49860000 183681.98520000)
Exo_1356,2021-05-19T00:00:00,Reuzenberenklauw,Heracleum mantegazzianum,Plantae,0,m²,approved by experts,casual observation,,102497.07010000,183693.88920000,1356,133,POINT (102497.07010000 183693.88920000)
