ObservationIdentifier,DateOfObservation,DutchName,ScientificName,Kingdom,QuantificationOfInvasion,QuantificationUnit,ValidationStatus,SamplingProtocol,CoordinateUncertainty,XLambert72,YLambert72,ID,ESRI_OID,Shape
Exo_1135,2021-03-16T00:00:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,120186.85820000,189442.27730000,1135,540,POINT (120186.85820000 189442.27730000)
Exo_1136,2021-03-16T00:00:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,120154.74190000,189445.96080000,1136,541,POINT (120154.74190000 189445.96080000)
Exo_1137,2021-03-16T00:00:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,120139.23290000,189453.48580000,1137,542,POINT (120139.23290000 189453.48580000)
Exo_1138,2021-03-16T00:00:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,120138.58580000,189458.98630000,1138,543,POINT (120138.58580000 189458.98630000)
Exo_1127,2021-03-16T00:00:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,120180.89530000,189443.43470000,1127,544,POINT (120180.89530000 189443.43470000)
Exo_1128,2021-03-16T00:00:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,120157.71380000,189432.73550000,1128,545,POINT (120157.71380000 189432.73550000)
Exo_1129,2021-03-16T00:00:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,120186.54200000,189429.02060000,1129,546,POINT (120186.54200000 189429.02060000)
Exo_1130,2021-03-16T00:00:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,120186.13410000,189447.44300000,1130,547,POINT (120186.13410000 189447.44300000)
Exo_1131,2021-03-16T00:00:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,120181.57650000,189460.95870000,1131,548,POINT (120181.57650000 189460.95870000)
Exo_1132,2021-03-16T00:00:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,120188.33440000,189436.75610000,1132,549,POINT (120188.33440000 189436.75610000)
Exo_280,2019-08-30T00:00:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,105920.34340000,203868.19360000,280,550,POINT (105920.34340000 203868.19360000)
Exo_824,2020-05-06T00:00:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,24,m²,approved by experts,casual observation,,88026.84390000,196084.22190000,824,551,POINT (88026.84390000 196084.22190000)
Exo_1024,2020-08-21T00:00:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,128479.78040000,214063.74690000,1024,552,POINT (128479.78040000 214063.74690000)
Exo_1025,2020-08-21T00:00:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,128529.67520000,214213.72650000,1025,553,POINT (128529.67520000 214213.72650000)
Exo_1075,2020-09-28T00:00:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,87501.95520000,185977.24050000,1075,554,POINT (87501.95520000 185977.24050000)
Exo_1126,2021-03-16T00:00:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,120140.17930000,189444.92650000,1126,555,POINT (120140.17930000 189444.92650000)
Exo_113,2018-04-30T00:00:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,125687.19830000,198986.10680000,113,556,POINT (125687.19830000 198986.10680000)
Exo_116,2019-04-30T00:00:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,122900.42490000,191777.91970000,116,557,POINT (122900.42490000 191777.91970000)
Exo_126,2018-05-09T00:00:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,88137.83010000,196126.78530000,126,558,POINT (88137.83010000 196126.78530000)
Exo_271,2019-08-21T00:00:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,120000.77920000,189460.10420000,271,559,POINT (120000.77920000 189460.10420000)
Exo_272,2019-08-21T00:00:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,120318.29240000,189582.73580000,272,560,POINT (120318.29240000 189582.73580000)
Exo_279,2019-08-29T00:00:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,97003.45860000,206265.69070000,279,561,POINT (97003.45860000 206265.69070000)
Exo_31,2018-09-25T00:00:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,131446.55700000,220977.15410000,31,562,POINT (131446.55700000 220977.15410000)
Exo_32,2018-09-25T00:00:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,131220.34360000,218688.40690000,32,563,POINT (131220.34360000 218688.40690000)
Exo_46,2018-10-26T00:00:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,137050.84820000,195840.28400000,46,564,POINT (137050.84820000 195840.28400000)
Exo_73,2018-04-26T00:00:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,109486.27630000,214492.95080000,73,565,POINT (109486.27630000 214492.95080000)
Exo_74,2018-04-26T00:00:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,112351.43530000,208636.48230000,74,566,POINT (112351.43530000 208636.48230000)
Exo_87,2019-04-29T00:00:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,105933.06200000,203840.60500000,87,567,POINT (105933.06200000 203840.60500000)
Exo_24,2018-09-11T16:03:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,118718.22940000,159250.13050000,24,568,POINT (118718.22940000 159250.13050000)
Exo_25,2018-09-11T16:03:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,106941.22580000,165862.96610000,25,569,POINT (106941.22580000 165862.96610000)
Exo_26,2018-09-11T16:03:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,93284.85060000,162747.52780000,26,570,POINT (93284.85060000 162747.52780000)
Exo_27,2018-09-11T16:12:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,89823.95690000,186102.23140000,27,571,POINT (89823.95690000 186102.23140000)
Exo_28,2018-09-11T16:12:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,87840.98590000,183529.10310000,28,572,POINT (87840.98590000 183529.10310000)
Exo_29,2018-09-13T15:09:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,87378.01090000,185840.56430000,29,573,POINT (87378.01090000 185840.56430000)
Exo_15,2018-09-11T15:51:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,130477.33840000,193107.01530000,15,574,POINT (130477.33840000 193107.01530000)
Exo_17,2018-09-11T15:54:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,130553.14440000,193622.53790000,17,575,POINT (130553.14440000 193622.53790000)
Exo_18,2018-09-11T15:55:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,122908.32540000,191626.87420000,18,576,POINT (122908.32540000 191626.87420000)
Exo_19,2018-09-11T15:56:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,120418.09320000,189652.71670000,19,577,POINT (120418.09320000 189652.71670000)
Exo_20,2018-09-11T15:56:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,120178.33670000,189474.37510000,20,578,POINT (120178.33670000 189474.37510000)
Exo_22,2018-09-11T16:00:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,125568.59180000,183837.83910000,22,579,POINT (125568.59180000 183837.83910000)
Exo_9,2018-09-11T15:48:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,123807.55980000,197044.58880000,9,580,POINT (123807.55980000 197044.58880000)
Exo_10,2018-09-11T15:48:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,123798.73760000,197125.28380000,10,581,POINT (123798.73760000 197125.28380000)
Exo_11,2018-09-11T15:49:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,125633.68860000,198978.21200000,11,582,POINT (125633.68860000 198978.21200000)
Exo_12,2018-09-11T15:49:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,125646.84670000,198979.96640000,12,583,POINT (125646.84670000 198979.96640000)
Exo_13,2018-09-11T15:50:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,133101.24180000,200324.57360000,13,584,POINT (133101.24180000 200324.57360000)
Exo_14,2018-09-11T15:50:00,Waterteunisbloem,Ludwigia grandiflora,Plantae,0,m²,approved by experts,casual observation,,136385.06120000,196241.35770000,14,585,POINT (136385.06120000 196241.35770000)
Exo_21,2018-09-11T15:59:00,Postelein-waterlepeltje (Kleine waterteunisbloem-subsoort),Ludwigia peploides montevidensis,Plantae,0,m²,approved by experts,casual observation,,100990.81530000,194358.83560000,21,586,POINT (100990.81530000 194358.83560000)
Exo_23,2018-09-11T16:02:00,Postelein-waterlepeltje (Kleine waterteunisbloem-subsoort),Ludwigia peploides montevidensis,Plantae,0,m²,approved by experts,casual observation,,132759.76960000,198860.46290000,23,587,POINT (132759.76960000 198860.46290000)
Exo_30,2018-09-25T00:00:00,Postelein-waterlepeltje (Kleine waterteunisbloem-subsoort),Ludwigia peploides montevidensis,Plantae,0,m²,approved by experts,casual observation,,138043.30710000,217863.24430000,30,588,POINT (138043.30710000 217863.24430000)
Exo_1618,2021-09-01T00:00:00,Postelein-waterlepeltje (Kleine waterteunisbloem-subsoort),Ludwigia peploides montevidensis,Plantae,0,m²,approved by experts,casual observation,,137954.41090000,218296.30300000,1618,589,POINT (137954.41090000 218296.30300000)
Exo_1655,2022-02-23T00:00:00,Postelein-waterlepeltje (Kleine waterteunisbloem-subsoort),Ludwigia peploides montevidensis,Plantae,0,m²,approved by experts,casual observation,,100910.28770000,194550.25360000,1655,590,POINT (100910.28770000 194550.25360000)
Exo_1656,2022-02-23T00:00:00,Postelein-waterlepeltje (Kleine waterteunisbloem-subsoort),Ludwigia peploides montevidensis,Plantae,0,m²,approved by experts,casual observation,,137949.32980000,217878.60400000,1656,591,POINT (137949.32980000 217878.60400000)
Exo_49,2017-06-01T00:00:00,Moerasaronskelk,Lysichiton americanus,Plantae,0,m²,approved by experts,casual observation,,129649.99120000,177493.43310000,49,592,POINT (129649.99120000 177493.43310000)
Exo_1646,2021-12-22T00:00:00,Japans steltgras,Microstegium vimineum,Plantae,0,m²,approved by experts,casual observation,,151921.38350000,210070.11840000,1646,593,POINT (151921.38350000 210070.11840000)
Exo_16,2018-09-11T15:53:00,Parelvederkruid,Myriophyllum aquaticum,Plantae,0,m²,approved by experts,casual observation,,130452.14740000,193667.46190000,16,594,POINT (130452.14740000 193667.46190000)
Exo_72,2018-09-11T00:00:00,Parelvederkruid,Myriophyllum aquaticum,Plantae,0,m²,approved by experts,casual observation,,93273.26530000,162800.62830000,72,595,POINT (93273.26530000 162800.62830000)
Exo_77,2016-04-26T00:00:00,Parelvederkruid,Myriophyllum aquaticum,Plantae,0,m²,approved by experts,casual observation,,112183.75450000,192651.81380000,77,596,POINT (112183.75450000 192651.81380000)
Exo_78,2018-04-26T00:00:00,Parelvederkruid,Myriophyllum aquaticum,Plantae,0,m²,approved by experts,casual observation,,111322.23640000,193165.24370000,78,597,POINT (111322.23640000 193165.24370000)
Exo_79,2015-04-26T00:00:00,Parelvederkruid,Myriophyllum aquaticum,Plantae,0,m²,approved by experts,casual observation,,130437.31670000,193540.08630000,79,598,POINT (130437.31670000 193540.08630000)
Exo_80,2019-04-26T00:00:00,Parelvederkruid,Myriophyllum aquaticum,Plantae,0,m²,approved by experts,casual observation,,118267.84320000,177921.18430000,80,599,POINT (118267.84320000 177921.18430000)
Exo_1880,2022-08-25T00:00:00,Parelvederkruid,Myriophyllum aquaticum,Plantae,0,m²,approved by experts,casual observation,,93272.99360000,162803.78930000,1880,600,POINT (93272.99360000 162803.78930000)
Exo_1881,2022-08-25T00:00:00,Parelvederkruid,Myriophyllum aquaticum,Plantae,0,m²,approved by experts,casual observation,,110063.03250000,170641.82000000,1881,601,POINT (110063.03250000 170641.82000000)
Exo_1899,2022-09-02T00:00:00,Parelvederkruid,Myriophyllum aquaticum,Plantae,0,m²,approved by experts,casual observation,,117736.65000000,189236.25050000,1899,602,POINT (117736.65000000 189236.25050000)
Exo_1911,2022-10-17T00:00:00,Parelvederkruid,Myriophyllum aquaticum,Plantae,0,m²,approved by experts,casual observation,,123510.58450000,163157.91370000,1911,603,POINT (123510.58450000 163157.91370000)
Exo_1916,2022-11-03T00:00:00,Parelvederkruid,Myriophyllum aquaticum,Plantae,0,m²,approved by experts,casual observation,,91860.56750000,203843.49010000,1916,604,POINT (91860.56750000 203843.49010000)
Exo_1920,2022-12-13T00:00:00,Parelvederkruid,Myriophyllum aquaticum,Plantae,0,m²,approved by experts,casual observation,,118680.40140000,159883.93350000,1920,605,POINT (118680.40140000 159883.93350000)
Exo_934,2020-06-19T00:00:00,Parelvederkruid,Myriophyllum aquaticum,Plantae,0,m²,approved by experts,casual observation,,101671.26640000,201292.57440000,934,606,POINT (101671.26640000 201292.57440000)
Exo_1079,2020-10-05T00:00:00,Parelvederkruid,Myriophyllum aquaticum,Plantae,0,m²,approved by experts,casual observation,,85670.21030000,192954.71540000,1079,607,POINT (85670.21030000 192954.71540000)
Exo_1117,2020-11-23T00:00:00,Parelvederkruid,Myriophyllum aquaticum,Plantae,0,m²,approved by experts,casual observation,,244818.96150000,154486.52590000,1117,608,POINT (244818.96150000 154486.52590000)
Exo_1200,2021-05-10T00:00:00,Parelvederkruid,Myriophyllum aquaticum,Plantae,0,m²,approved by experts,casual observation,,117702.29340000,189276.22790000,1200,609,POINT (117702.29340000 189276.22790000)
Exo_1675,2022-04-08T00:00:00,Parelvederkruid,Myriophyllum aquaticum,Plantae,0,m²,approved by experts,casual observation,,80909.76410000,212679.26600000,1675,610,POINT (80909.76410000 212679.26600000)
Exo_1877,2022-08-25T00:00:00,Parelvederkruid,Myriophyllum aquaticum,Plantae,0,m²,approved by experts,casual observation,,126594.84040000,209847.50830000,1877,611,POINT (126594.84040000 209847.50830000)
Exo_112,2018-04-30T00:00:00,Parelvederkruid,Myriophyllum aquaticum,Plantae,0,m²,approved by experts,casual observation,,133511.90450000,208213.43430000,112,612,POINT (133511.90450000 208213.43430000)
Exo_115,2018-04-30T00:00:00,Parelvederkruid,Myriophyllum aquaticum,Plantae,0,m²,approved by experts,casual observation,,120856.96590000,199135.00780000,115,613,POINT (120856.96590000 199135.00780000)
Exo_237,2019-07-03T00:00:00,Parelvederkruid,Myriophyllum aquaticum,Plantae,0,m²,approved by experts,casual observation,,104176.74710000,189730.72860000,237,614,POINT (104176.74710000 189730.72860000)
Exo_320,2019-10-02T00:00:00,Parelvederkruid,Myriophyllum aquaticum,Plantae,0,m²,approved by experts,casual observation,,86183.72320000,201699.20060000,320,615,POINT (86183.72320000 201699.20060000)
Exo_431,2016-04-14T00:00:00,Parelvederkruid,Myriophyllum aquaticum,Plantae,0,m²,approved by experts,casual observation,,110063.47450000,170635.90690000,431,616,POINT (110063.47450000 170635.90690000)
Exo_933,2020-06-19T00:00:00,Parelvederkruid,Myriophyllum aquaticum,Plantae,0,m²,approved by experts,casual observation,,101656.11380000,201290.60650000,933,617,POINT (101656.11380000 201290.60650000)
Exo_885,2020-06-02T00:00:00,Ongelijkbladig vederkruid,Myriophyllum heterophyllum,Plantae,0,m²,approved by experts,casual observation,,104484.28710000,191896.79720000,885,618,POINT (104484.28710000 191896.79720000)
Exo_1038,2020-09-04T00:00:00,Uitheemse rivierkreeft,Meerdere soorten,Animalia,0,Individuals,approved by experts,casual observation,,91858.60950000,215711.08240000,1038,619,POINT (91858.60950000 215711.08240000)
Exo_149,2019-06-03T00:00:00,Lettersierschildpad,Trachemys scripta,Animalia,0,Individuals,approved by experts,casual observation,,130891.93040000,190419.16120000,149,620,POINT (130891.93040000 190419.16130000)
Exo_830,2020-05-08T00:00:00,Lettersierschildpad,Trachemys scripta,Animalia,0,Individuals,approved by experts,casual observation,,104471.99690000,186380.81050000,830,621,POINT (104471.99690000 186380.81050000)
Exo_846,2020-05-12T00:00:00,Lettersierschildpad,Trachemys scripta,Animalia,0,Individuals,approved by experts,casual observation,,111407.77910000,186869.78310000,846,622,POINT (111407.77910000 186869.78310000)
Exo_854,2020-05-18T00:00:00,Lettersierschildpad,Trachemys scripta,Animalia,0,Individuals,approved by experts,casual observation,,100345.20040000,182828.95480000,854,623,POINT (100345.20040000 182828.95480000)
Exo_855,2020-05-18T00:00:00,Lettersierschildpad,Trachemys scripta,Animalia,0,Individuals,approved by experts,casual observation,,102142.61830000,183936.14340000,855,624,POINT (102142.61830000 183936.14340000)
Exo_856,2020-05-19T00:00:00,Lettersierschildpad,Trachemys scripta,Animalia,0,Individuals,approved by experts,casual observation,,104463.75470000,186214.15610000,856,625,POINT (104463.75470000 186214.15610000)
Exo_1176,2021-04-28T00:00:00,Lettersierschildpad,Trachemys scripta,Animalia,0,Individuals,approved by experts,casual observation,,139932.78050000,188421.15180000,1176,626,POINT (139932.78050000 188421.15180000)
Exo_857,2020-05-19T00:00:00,Lettersierschildpad,Trachemys scripta,Animalia,0,Individuals,approved by experts,casual observation,,98179.96640000,172816.94370000,857,627,POINT (98179.96640000 172816.94370000)
Exo_860,2020-05-25T00:00:00,Lettersierschildpad,Trachemys scripta,Animalia,0,Individuals,approved by experts,casual observation,,100307.54740000,179391.66400000,860,628,POINT (100307.54740000 179391.66400000)
Exo_861,2020-05-25T00:00:00,Lettersierschildpad,Trachemys scripta,Animalia,0,Individuals,approved by experts,casual observation,,100318.74400000,182805.87670000,861,629,POINT (100318.74400000 182805.87670000)
Exo_886,2020-06-02T00:00:00,Lettersierschildpad,Trachemys scripta,Animalia,0,Individuals,approved by experts,casual observation,,108133.79830000,190546.10870000,886,630,POINT (108133.79830000 190546.10870000)
Exo_911,2020-06-15T00:00:00,Lettersierschildpad,Trachemys scripta,Animalia,0,Individuals,approved by experts,casual observation,,125417.46080000,199307.32880000,911,631,POINT (125417.46080000 199307.32880000)
Exo_1171,2021-04-26T00:00:00,Lettersierschildpad,Trachemys scripta,Animalia,0,Individuals,approved by experts,casual observation,,110493.42780000,194062.71300000,1171,632,POINT (110493.42780000 194062.71300000)
Exo_502,2019-01-01T00:00:00,Hemelboom,Ailanthus altissima,Plantae,10,m²,approved by experts,casual observation,,122747.48630000,180925.90170000,502,633,POINT (122747.48630000 180925.90170000)
Exo_513,2018-01-01T00:00:00,Hemelboom,Ailanthus altissima,Plantae,0,m²,approved by experts,casual observation,,100317.30520000,163039.54510000,513,634,POINT (100317.30520000 163039.54510000)
Exo_518,2019-01-01T00:00:00,Hemelboom,Ailanthus altissima,Plantae,3,m²,approved by experts,casual observation,,98371.06080000,165270.27230000,518,635,POINT (98371.06080000 165270.27230000)
Exo_605,2020-02-27T00:00:00,Hemelboom,Ailanthus altissima,Plantae,0,m²,approved by experts,casual observation,,94533.23990000,206800.43800000,605,636,POINT (94533.23990000 206800.43800000)
Exo_636,2020-03-09T00:00:00,Hemelboom,Ailanthus altissima,Plantae,0,m²,approved by experts,casual observation,,117372.98230000,204304.50530000,636,637,POINT (117372.98230000 204304.50530000)
Exo_637,2020-03-09T00:00:00,Hemelboom,Ailanthus altissima,Plantae,0,m²,approved by experts,casual observation,,117372.86740000,204315.28580000,637,638,POINT (117372.86740000 204315.28580000)
Exo_638,2020-03-09T00:00:00,Hemelboom,Ailanthus altissima,Plantae,0,m²,approved by experts,casual observation,,117372.56390000,204308.96840000,638,639,POINT (117372.56390000 204308.96840000)
Exo_639,2020-03-09T00:00:00,Hemelboom,Ailanthus altissima,Plantae,0,m²,approved by experts,casual observation,,117372.42450000,204319.98660000,639,640,POINT (117372.42450000 204319.98660000)
Exo_1102,2020-05-29T00:00:00,Robinia,Robinia spec.,Plantae,0,m²,approved by experts,casual observation,,78169.57440000,199122.41090000,1102,641,POINT (78169.57440000 199122.41090000)
Exo_1107,2020-06-11T00:00:00,Robinia,Robinia spec.,Plantae,0,m²,approved by experts,casual observation,,80785.77370000,200012.42880000,1107,642,POINT (80785.77370000 200012.42880000)
Exo_1907,2022-10-05T00:00:00,Robinia,Robinia spec.,Plantae,0,m²,approved by experts,casual observation,,110478.72110000,194085.68120000,1907,643,POINT (110478.72110000 194085.68120000)
Exo_1005,2020-08-10T00:00:00,Zonnebaars,Lepomis gibbosus,Animalia,0,Individuals,approved by experts,casual observation,,110941.70300000,204238.58180000,1005,644,POINT (110941.70300000 204238.58180000)
Exo_357,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,95039.42890000,218392.47830000,357,645,POINT (95039.42890000 218392.47830000)
Exo_358,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,95040.59540000,218392.04090000,358,646,POINT (95040.59540000 218392.04090000)
Exo_359,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,121465.43950000,211624.21620000,359,647,POINT (121465.43950000 211624.21620000)
Exo_360,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,144026.34890000,212013.90890000,360,648,POINT (144026.34890000 212013.90890000)
Exo_361,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,135418.25360000,196984.91460000,361,649,POINT (135418.25360000 196984.91460000)
Exo_362,2020-01-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,128922.08460000,194066.88450000,362,650,POINT (128922.08460000 194066.88450000)
Exo_1930,2023-01-13T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,142865.16340000,205184.29520000,1930,651,POINT (142865.16340000 205184.29520000)
Exo_1825,2022-04-05T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,123396.02000000,184320.07110000,1825,652,POINT (123396.02000000 184320.07110000)
Exo_1826,2022-04-05T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,123836.00000000,183446.00000000,1826,653,POINT (123836.00000000 183446.00000000)
Exo_1827,2022-04-05T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,124488.00000000,183519.00000000,1827,654,POINT (124488.00000000 183519.00000000)
Exo_1828,2022-04-05T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,124717.00000000,183212.00000000,1828,655,POINT (124717.00000000 183212.00000000)
Exo_1843,2022-07-13T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,102685.49270000,192245.61570000,1843,656,POINT (102685.49270000 192245.61570000)
Exo_1844,2022-07-13T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,102648.81630000,192251.46270000,1844,657,POINT (102648.81630000 192251.46270000)
Exo_1818,2022-04-05T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,122306.00000000,185643.00000000,1818,658,POINT (122306.00000000 185643.00000000)
Exo_1819,2022-04-25T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,122100.00000000,185386.00000000,1819,659,POINT (122100.00000000 185386.00000000)
Exo_1820,2022-04-05T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,122082.00000000,185342.00000000,1820,660,POINT (122082.00000000 185342.00000000)
Exo_1821,2022-04-05T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,122666.00000000,184977.00000000,1821,661,POINT (122666.00000000 184977.00000000)
Exo_1823,2022-04-05T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,123288.00000000,184488.00000000,1823,662,POINT (123288.00000000 184488.00000000)
Exo_1824,2022-04-05T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,123301.00000000,184445.00000000,1824,663,POINT (123301.00000000 184445.00000000)
Exo_1812,2022-04-05T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,121156.00000000,184280.00000000,1812,664,POINT (121156.00000000 184280.00000000)
Exo_1813,2022-04-05T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,121194.00000000,184283.00000000,1813,665,POINT (121194.00000000 184283.00000000)
Exo_1814,2022-04-05T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,121235.00000000,184317.00000000,1814,666,POINT (121235.00000000 184317.00000000)
Exo_1815,2022-04-05T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,121259.00000000,184344.00000000,1815,667,POINT (121259.00000000 184344.00000000)
Exo_1816,2022-04-05T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,121273.00000000,184349.00000000,1816,668,POINT (121273.00000000 184349.00000000)
Exo_1817,2022-04-05T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,122243.00000000,185734.00000000,1817,669,POINT (122243.00000000 185734.00000000)
Exo_1630,2021-05-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,87462.49280000,178141.70510000,1630,670,POINT (87462.49280000 178141.70510000)
Exo_1632,2021-05-28T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,91643.42450000,178062.45540000,1632,671,POINT (91643.42450000 178062.45540000)
Exo_1648,2022-02-18T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,118140.43640000,186341.10070000,1648,672,POINT (118140.43640000 186341.10070000)
Exo_1809,2022-04-05T00:00:00,Japanse en andere invasieve duizendknopen,Fallopia / Reynoutria,Plantae,0,m²,approved by experts,casual observation,,120889.00000000,183343.00000000,1809,673,POINT (120889.00000000 183343.00000000)
