type,language,license,rightsHolder,accessRights,datasetID,institutionCode,datasetName,basisOfRecord,samplingProtocol,occurrenceID,eventDate,organismQuantity,organismQuantityType,continent,countryCode,stateProvince,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimLatitude,verbatimLongitude,verbatimSRS,scientificName,kingdom,vernacularName
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_922,2020-06-16,,,Europe,BE,East Flanders,51.14741,3.82991,WGS84,30,204288.74450000,112294.63170000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_930,2020-06-18,,,Europe,BE,East Flanders,50.81766,3.98306,WGS84,30,167539.02160000,122820.78310000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_893,2020-06-08,10,coverage in m²,Europe,BE,East Flanders,51.31449,4.24857,WGS84,30,222747.36300000,141620.03410000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_894,2020-06-09,,,Europe,BE,East Flanders,51.03508,3.69616,WGS84,30,191868.72140000,102822.15480000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_900,2020-06-10,,,Europe,BE,East Flanders,51.18396,3.60432,WGS84,30,208493.25020000,96551.23000000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_907,2020-06-15,10,coverage in m²,Europe,BE,East Flanders,51.04217,4.15978,WGS84,30,192464.98630000,135343.98620000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_912,2020-06-15,,,Europe,BE,East Flanders,51.14765,3.83238,WGS84,30,204314.05110000,112467.09830000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_913,2020-06-15,,,Europe,BE,East Flanders,50.77034,3.46565,WGS84,30,162591.57430000,86296.37720000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_880,2020-05-25,6,coverage in m²,Europe,BE,East Flanders,51.31443,4.24873,WGS84,30,222740.48490000,141630.82550000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_882,2020-05-28,2,coverage in m²,Europe,BE,East Flanders,50.92625,4.08810,WGS84,30,179585.41790000,130268.09190000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_883,2020-05-28,5,coverage in m²,Europe,BE,East Flanders,51.06895,3.76737,WGS84,30,195594.08720000,107847.38370000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_887,2020-06-02,,,Europe,BE,East Flanders,51.24011,4.26906,WGS84,30,214470.41500000,143037.24410000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_889,2020-06-03,,,Europe,BE,East Flanders,50.95849,3.50564,WGS84,30,183486.74570000,89360.50540000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_892,2020-06-08,,,Europe,BE,East Flanders,50.74509,3.63485,WGS84,30,159651.95010000,98203.61080000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_869,2020-05-25,4,coverage in m²,Europe,BE,East Flanders,51.02700,3.62295,WGS84,30,191019.24050000,97678.10560000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_873,2020-05-25,,,Europe,BE,East Flanders,51.03115,3.67383,WGS84,30,191445.83340000,101252.45070000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_874,2020-05-25,20,coverage in m²,Europe,BE,East Flanders,51.04139,3.67350,WGS84,30,192584.97590000,101239.73920000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_876,2020-05-25,,,Europe,BE,East Flanders,50.85394,3.63852,WGS84,30,171756.83850000,98581.75270000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_877,2020-05-25,,,Europe,BE,East Flanders,51.14630,3.81230,WGS84,30,204174.23170000,111061.44810000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_878,2020-05-25,,,Europe,BE,East Flanders,51.14618,3.81234,WGS84,30,204160.62250000,111063.71630000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_832,2020-05-08,,,Europe,BE,East Flanders,51.07999,3.66931,WGS84,30,196882.01670000,100985.99360000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_840,2020-05-11,,,Europe,BE,East Flanders,51.04483,3.67130,WGS84,30,192969.77950000,101088.60950000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_848,2020-05-12,,,Europe,BE,East Flanders,50.97417,3.78725,WGS84,30,185038.66800000,109158.63570000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_858,2020-05-19,1,coverage in m²,Europe,BE,East Flanders,50.95020,3.77623,WGS84,30,182378.80680000,108363.04120000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_867,2020-05-25,,,Europe,BE,East Flanders,51.02941,3.63186,WGS84,30,191281.23770000,98306.23510000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_868,2020-05-25,,,Europe,BE,East Flanders,51.00040,3.57960,WGS84,30,188091.59330000,94605.93720000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_806,2020-04-28,,,Europe,BE,East Flanders,51.02720,3.66443,WGS84,30,191012.40090000,100588.68600000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_810,2020-04-29,2,coverage in m²,Europe,BE,East Flanders,51.02276,3.66268,WGS84,30,190520.11850000,100461.24920000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_811,2020-04-29,,,Europe,BE,East Flanders,51.02269,3.66258,WGS84,30,190512.46710000,100454.18640000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_812,2020-04-29,,,Europe,BE,East Flanders,50.99990,3.62795,WGS84,30,188001.36230000,97999.37050000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_820,2020-05-04,20,coverage in m²,Europe,BE,East Flanders,51.14737,3.90539,WGS84,30,204248.83580000,117575.84790000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_823,2020-05-06,1,coverage in m²,Europe,BE,East Flanders,51.04970,3.73632,WGS84,30,193470.35540000,105653.14380000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_780,2020-04-23,20,coverage in m²,Europe,BE,East Flanders,51.06211,3.77633,WGS84,30,194827.46450000,108469.84010000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_781,2020-04-23,,,Europe,BE,East Flanders,51.06196,3.77617,WGS84,30,194811.41040000,108458.24640000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_782,2020-04-23,,,Europe,BE,East Flanders,51.06223,3.77642,WGS84,30,194841.67370000,108476.09130000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_783,2020-04-23,,,Europe,BE,East Flanders,51.06202,3.77624,WGS84,30,194818.40230000,108463.25550000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_784,2020-04-23,,,Europe,BE,East Flanders,51.06187,3.77611,WGS84,30,194801.49660000,108453.65480000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_791,2020-04-24,5,coverage in m²,Europe,BE,East Flanders,50.85233,3.81109,WGS84,30,171473.44330000,110731.35210000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_773,2020-04-21,,,Europe,BE,East Flanders,50.83715,3.76818,WGS84,30,169808.11970000,107695.94710000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_774,2020-04-21,,,Europe,BE,East Flanders,50.83736,3.76734,WGS84,30,169832.24200000,107637.06030000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_775,2020-04-21,,,Europe,BE,East Flanders,50.83679,3.76868,WGS84,30,169767.20640000,107730.94810000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_776,2020-04-21,,,Europe,BE,East Flanders,50.83723,3.76766,WGS84,30,169817.34300000,107659.52720000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_777,2020-04-21,,,Europe,BE,East Flanders,50.83738,3.76779,WGS84,30,169833.18800000,107668.98690000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_778,2020-04-22,2,coverage in m²,Europe,BE,East Flanders,50.84181,3.76774,WGS84,30,170326.79480000,107669.30040000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_767,2020-04-21,,,Europe,BE,East Flanders,50.83751,3.76788,WGS84,30,169847.85060000,107675.13570000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_768,2020-04-21,,,Europe,BE,East Flanders,50.83751,3.76782,WGS84,30,169847.61410000,107670.87880000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_769,2020-04-21,,,Europe,BE,East Flanders,50.83754,3.76778,WGS84,30,169851.39800000,107668.27740000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_770,2020-04-21,,,Europe,BE,East Flanders,50.83749,3.76777,WGS84,30,169846.19510000,107667.80440000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_771,2020-04-21,,,Europe,BE,East Flanders,50.83747,3.76756,WGS84,30,169844.06670000,107652.43240000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_772,2020-04-21,,,Europe,BE,East Flanders,50.83750,3.76878,WGS84,30,169846.90460000,107738.51590000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_761,2020-04-21,,,Europe,BE,East Flanders,50.83724,3.76799,WGS84,30,169818.28890000,107682.94000000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_762,2020-04-21,,,Europe,BE,East Flanders,50.83745,3.76859,WGS84,30,169840.99230000,107725.27230000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_763,2020-04-21,,,Europe,BE,East Flanders,50.83750,3.76852,WGS84,30,169846.90460000,107720.30590000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_764,2020-04-21,,,Europe,BE,East Flanders,50.83743,3.76785,WGS84,30,169839.57330000,107673.24380000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_765,2020-04-21,,,Europe,BE,East Flanders,50.83751,3.76813,WGS84,30,169848.08710000,107692.63620000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_766,2020-04-21,,,Europe,BE,East Flanders,50.83748,3.76803,WGS84,30,169845.01260000,107686.01440000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_755,2020-04-21,1,coverage in m²,Europe,BE,East Flanders,50.86835,3.58868,WGS84,30,173395.54100000,95088.73230000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_756,2020-04-21,,,Europe,BE,East Flanders,50.83730,3.76753,WGS84,30,169825.38370000,107650.30400000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_757,2020-04-21,,,Europe,BE,East Flanders,50.83722,3.76778,WGS84,30,169815.45100000,107667.80440000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_758,2020-04-21,,,Europe,BE,East Flanders,50.83724,3.76770,WGS84,30,169817.81590000,107662.60160000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_759,2020-04-21,,,Europe,BE,East Flanders,50.83681,3.76864,WGS84,30,169769.80790000,107727.87370000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_760,2020-04-21,,,Europe,BE,East Flanders,50.83725,3.76831,WGS84,30,169818.52540000,107705.64330000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_746,2020-04-20,3,coverage in m²,Europe,BE,East Flanders,51.13451,3.80099,WGS84,30,202869.22720000,110259.55710000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
