type,language,license,rightsHolder,accessRights,datasetID,institutionCode,datasetName,basisOfRecord,samplingProtocol,occurrenceID,eventDate,organismQuantity,organismQuantityType,continent,countryCode,stateProvince,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimLatitude,verbatimLongitude,verbatimSRS,scientificName,kingdom,vernacularName
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_111,2016-04-30,,,Europe,BE,East Flanders,51.19184,4.09526,WGS84,30,209130.50750000,130879.96250000,EPSG:31370,Cabomba caroliniana,Plantae,waterwaaier
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_92,2018-04-29,,,Europe,BE,East Flanders,51.26817,4.19077,WGS84,30,217601.80270000,137577.12000000,EPSG:31370,Eichhornia crassipes,Plantae,waterhyacint
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1633,2021-10-20,,,Europe,BE,East Flanders,51.04407,3.68444,WGS84,30,192876.21080000,102009.92790000,EPSG:31370,Elodea nuttallii,Plantae,smalle waterpest
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_291,2019-09-20,,,Europe,BE,East Flanders,51.01270,3.90839,WGS84,30,189265.80970000,117693.21330000,EPSG:31370,Eriocheir sinensis,Animalia,Chinese wolhandkrab
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_608,2020-02-27,,,Europe,BE,East Flanders,51.00127,3.74328,WGS84,30,188079.44710000,106095.56030000,EPSG:31370,Eriocheir sinensis,Animalia,Chinese wolhandkrab
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1587,2021-08-05,,,Europe,BE,East Flanders,50.98871,3.87654,WGS84,30,186611.68940000,115440.19180000,EPSG:31370,Eriocheir sinensis,Animalia,Chinese wolhandkrab
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_607,2020-02-27,,,Europe,BE,East Flanders,51.01109,3.92214,WGS84,30,189081.03090000,118656.75990000,EPSG:31370,Gunnera tinctoria,Plantae,gewone gunnera
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_916,2020-06-15,,,Europe,BE,East Flanders,50.84194,3.93846,WGS84,30,170257.71230000,119693.75630000,EPSG:31370,Gunnera tinctoria,Plantae,gewone gunnera
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_979,2020-07-17,,,Europe,BE,East Flanders,51.16889,3.50909,WGS84,30,206889.93280000,89873.38740000,EPSG:31370,Gunnera tinctoria,Plantae,gewone gunnera
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1114,2020-11-06,,,Europe,BE,East Flanders,50.98057,3.79225,WGS84,30,185747.88250000,109515.52730000,EPSG:31370,Gunnera tinctoria,Plantae,gewone gunnera
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1431,2021-06-14,,,Europe,BE,East Flanders,50.95192,3.46074,WGS84,30,182793.52160000,86196.96960000,EPSG:31370,Gunnera tinctoria,Plantae,gewone gunnera
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1640,2021-11-29,,,Europe,BE,East Flanders,51.04198,3.80075,WGS84,30,192574.96270000,110164.12350000,EPSG:31370,Gunnera tinctoria,Plantae,gewone gunnera
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1771,2022-06-15,,,Europe,BE,East Flanders,50.98066,3.79198,WGS84,30,185758.77380000,109496.10200000,EPSG:31370,Gunnera tinctoria,Plantae,gewone gunnera
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_36,2018-09-27,,,Europe,BE,East Flanders,50.86028,3.79744,WGS84,30,172365.10980000,109777.17800000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_37,2018-09-27,,,Europe,BE,East Flanders,50.86022,3.79733,WGS84,30,172357.94280000,109769.29420000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_38,2018-09-27,,,Europe,BE,East Flanders,50.85986,3.79628,WGS84,30,172318.52410000,109694.75720000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_39,2018-09-27,,,Europe,BE,East Flanders,50.85986,3.79611,WGS84,30,172318.52410000,109682.57320000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_40,2018-09-27,,,Europe,BE,East Flanders,50.85998,3.79562,WGS84,30,172331.78310000,109648.52980000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_41,2018-09-27,,,Europe,BE,East Flanders,50.86002,3.79530,WGS84,30,172337.15840000,109626.31200000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1770,2022-06-14,,,Europe,BE,East Flanders,51.00432,3.50208,WGS84,30,188588.22820000,89170.13100000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1784,2022-07-04,,,Europe,BE,East Flanders,51.07486,3.71808,WGS84,30,196279.92510000,104398.93290000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1805,2022-07-04,,,Europe,BE,East Flanders,50.90572,4.06732,WGS84,30,177307.81630000,128797.82640000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1837,2022-07-12,,,Europe,BE,East Flanders,51.07979,3.66948,WGS84,30,196860.00600000,100997.98760000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1850,2022-07-19,,,Europe,BE,East Flanders,51.00313,3.63537,WGS84,30,188354.67050000,98523.47050000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1764,2022-06-14,,,Europe,BE,East Flanders,51.15383,3.82942,WGS84,30,205003.33300000,112265.31440000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1765,2022-06-14,,,Europe,BE,East Flanders,51.00428,3.50207,WGS84,30,188583.89340000,89169.09890000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1766,2022-06-14,,,Europe,BE,East Flanders,51.00426,3.50207,WGS84,30,188581.00350000,89169.09890000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1767,2022-06-14,,,Europe,BE,East Flanders,51.00431,3.50213,WGS84,30,188586.78320000,89173.02080000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1768,2022-06-14,,,Europe,BE,East Flanders,51.00420,3.50204,WGS84,30,188575.01740000,89166.62180000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1769,2022-06-14,,,Europe,BE,East Flanders,51.00426,3.50216,WGS84,30,188581.82920000,89175.49780000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1750,2022-06-09,,,Europe,BE,East Flanders,50.97512,3.79183,WGS84,30,185142.37730000,109481.05970000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1751,2022-06-09,,,Europe,BE,East Flanders,50.97518,3.79186,WGS84,30,185148.66150000,109483.39800000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1752,2022-06-09,,,Europe,BE,East Flanders,50.97512,3.79189,WGS84,30,185142.52350000,109485.44400000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1753,2022-06-09,,,Europe,BE,East Flanders,50.97485,3.79138,WGS84,30,185112.85620000,109448.90790000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1754,2022-06-09,,,Europe,BE,East Flanders,50.97518,3.79191,WGS84,30,185148.80770000,109486.75930000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1755,2022-06-09,,,Europe,BE,East Flanders,50.97507,3.79182,WGS84,30,185136.38540000,109480.47510000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1699,2022-04-29,30,coverage in m²,Europe,BE,East Flanders,51.00217,3.48544,WGS84,30,188362.89730000,87999.09700000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1700,2022-04-29,,,Europe,BE,East Flanders,50.94085,4.10658,WGS84,30,181204.95980000,131573.17610000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1709,2022-05-06,,,Europe,BE,East Flanders,50.92421,3.66032,WGS84,30,179559.28130000,100190.77110000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1724,2022-05-19,,,Europe,BE,East Flanders,51.09345,3.36304,WGS84,30,198625.80450000,79545.57980000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1727,2022-05-20,,,Europe,BE,East Flanders,51.03833,3.69452,WGS84,30,192230.92070000,102710.63460000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1737,2022-06-02,,,Europe,BE,East Flanders,51.14964,3.44990,WGS84,30,204797.43020000,85707.63820000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1693,2022-04-28,,,Europe,BE,East Flanders,51.16482,3.42613,WGS84,30,206506.98720000,84065.73100000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1694,2022-04-28,,,Europe,BE,East Flanders,51.16436,3.42730,WGS84,30,206454.81640000,84147.00770000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1695,2022-04-28,,,Europe,BE,East Flanders,51.16487,3.42617,WGS84,30,206513.02810000,84068.47680000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1696,2022-04-28,,,Europe,BE,East Flanders,51.16440,3.42563,WGS84,30,206460.85720000,84030.58430000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1697,2022-04-28,,,Europe,BE,East Flanders,51.16462,3.42597,WGS84,30,206485.02060000,84054.19850000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1698,2022-04-28,,,Europe,BE,East Flanders,51.16471,3.42592,WGS84,30,206495.45470000,84050.90350000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1642,2021-12-15,,,Europe,BE,East Flanders,51.01604,3.79192,WGS84,30,189694.04890000,109522.70960000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1643,2021-12-15,,,Europe,BE,East Flanders,51.01574,3.79205,WGS84,30,189660.80830000,109531.40810000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1657,2022-02-25,,,Europe,BE,East Flanders,50.85019,3.84202,WGS84,30,171218.99710000,112907.28010000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1667,2022-03-25,,,Europe,BE,East Flanders,51.16434,3.42746,WGS84,30,206452.59100000,84158.17480000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1674,2022-04-07,,,Europe,BE,East Flanders,51.07066,3.77527,WGS84,30,195779.32290000,108402.64420000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1692,2022-04-28,,,Europe,BE,East Flanders,51.16457,3.42562,WGS84,30,206480.07810000,84030.03520000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1590,2021-08-11,,,Europe,BE,East Flanders,51.00811,3.80416,WGS84,30,188805.05830000,110374.59580000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1608,2021-08-25,,,Europe,BE,East Flanders,51.13688,3.40486,WGS84,30,203417.76090000,82537.53000000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1609,2021-08-25,,,Europe,BE,East Flanders,51.13703,3.40491,WGS84,30,203434.49910000,82541.71450000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1610,2021-08-25,,,Europe,BE,East Flanders,51.13692,3.40501,WGS84,30,203421.94550000,82547.99130000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1611,2021-08-25,,,Europe,BE,East Flanders,51.13695,3.40483,WGS84,30,203425.43260000,82535.43770000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1641,2021-12-15,,,Europe,BE,East Flanders,51.01612,3.79186,WGS84,30,189703.67940000,109518.67110000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1535,2021-06-30,,,Europe,BE,East Flanders,51.04251,3.80195,WGS84,30,192633.60390000,110248.91970000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1536,2021-06-30,,,Europe,BE,East Flanders,51.04207,3.80083,WGS84,30,192584.78120000,110170.05230000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1537,2021-06-30,,,Europe,BE,East Flanders,51.04263,3.80293,WGS84,30,192646.12250000,110317.77220000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
Occurrence,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,POV,http://www.inbo.be/en/norms-for-data-use,"",POV,"Monitoring of invasive alien species by the Provincial Center of Environmental Research, Province East-Flanders, Belgium",HumanObservation,casual observation,Exo_1538,2021-06-30,,,Europe,BE,East Flanders,51.04246,3.80172,WGS84,30,192628.59640000,110232.64550000,EPSG:31370,Heracleum mantegazzianum,Plantae,reuzenberenklauw
